00.337, 0.103, 0, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.01, 0.337, 0.103, 0.049876, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.02, 0.337, 0.103, 0.099752, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.03, 0.337, 0.103, 0.149628, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.04, 0.337, 0.103, 0.199504, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.05, 0.337, 0.103, 0.24938, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.06, 0.337, 0.103, 0.299256, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.07, 0.337, 0.103, 0.349132, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.08, 0.337, 0.103, 0.399008, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.09, 0.337, 0.103, 0.448884, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.1, 0.337, 0.103, 0.49876, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.11, 0.337, 0.103, 0.548636, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.12, 0.337, 0.103, 0.598512, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.13, 0.337, 0.103, 0.648388, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.14, 0.337, 0.103, 0.698264, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.15, 0.337, 0.103, 0.74814, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.16, 0.337, 0.103, 0.798016, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.17, 0.337, 0.103, 0.847892, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.18, 0.337, 0.103, 0.897768, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.19, 0.337, 0.103, 0.947644, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.2, 0.337, 0.103, 0.99752, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.21, 0.337, 0.103, 1.0474, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.22, 0.337, 0.103, 1.09727, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.23, 0.337, 0.103, 1.14715, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.24, 0.337, 0.103, 1.19702, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.25, 0.337, 0.103, 1.2469, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.26, 0.337, 0.103, 1.29678, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.27, 0.337, 0.103, 1.34665, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.28, 0.337, 0.103, 1.39653, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.29, 0.337, 0.103, 1.4464, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.3, 0.337, 0.103, 1.49628, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.31, 0.337, 0.103, 1.54616, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.32, 0.337, 0.103, 1.59603, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.33, 0.337, 0.103, 1.64591, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.34, 0.337, 0.103, 1.69578, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.35, 0.337, 0.103, 1.74566, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.36, 0.337, 0.103, 1.79554, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.37, 0.337, 0.103, 1.84541, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.38, 0.337, 0.103, 1.89529, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.39, 0.337, 0.103, 1.94516, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.4, 0.337, 0.103, 1.99504, 0, 0.987, 4.9876, 0, 0, 0, 0, 0
0.41, 0.337, 0.103, 2.01911, 0, 0.974547, -3.10284, 0, -3.90494, 0, 0, 0
0.42, 0.337, 0.103, 1.98809, 0, 0.935497, -3.10284, 0, -3.90494, 0, 0, 0
0.43, 0.337, 0.103, 1.95706, 0, 0.896448, -3.10284, 0, -3.90494, 0, 0, 0
0.44, 0.337, 0.103, 1.92603, 0, 0.857399, -3.10284, 0, -3.90494, 0, 0, 0
0.45, 0.337, 0.103, 1.895, 0, 0.818349, -3.10284, 0, -3.90494, 0, 0, 0
0.46, 0.337, 0.103, 1.86397, 0, 0.7793, -3.10284, 0, -3.90494, 0, 0, 0
0.47, 0.337, 0.103, 1.83294, 0, 0.74025, -3.10284, 0, -3.90494, 0, 0, 0
0.48, 0.337, 0.103, 1.80192, 0, 0.701201, -3.10284, 0, -3.90494, 0, 0, 0
0.49, 0.337, 0.103, 1.77089, 0, 0.662152, -3.10284, 0, -3.90494, 0, 0, 0
0.5, 0.337, 0.103, 1.73986, 0, 0.623102, -3.10284, 0, -3.90494, 0, 0, 0
0.51, 0.337, 0.103, 1.70883, 0, 0.584053, -3.10284, 0, -3.90494, 0, 0, 0
0.52, 0.337, 0.103, 1.6778, 0, 0.545004, -3.10284, 0, -3.90494, 0, 0, 0
0.53, 0.337, 0.103, 1.64677, 0, 0.505954, -3.10284, 0, -3.90494, 0, 0, 0
0.54, 0.337, 0.103, 1.61574, 0, 0.466905, -3.10284, 0, -3.90494, 0, 0, 0
0.55, 0.337, 0.103, 1.58472, 0, 0.427856, -3.10284, 0, -3.90494, 0, 0, 0
0.56, 0.337, 0.103, 1.55369, 0, 0.388806, -3.10284, 0, -3.90494, 0, 0, 0
0.57, 0.337, 0.103, 1.52266, 0, 0.349757, -3.10284, 0, -3.90494, 0, 0, 0
0.58, 0.337, 0.103, 1.49163, 0, 0.310707, -3.10284, 0, -3.90494, 0, 0, 0
0.59, 0.337, 0.103, 1.4606, 0, 0.271658, -3.10284, 0, -3.90494, 0, 0, 0
0.6, 0.337, 0.103, 1.42957, 0, 0.232609, -3.10284, 0, -3.90494, 0, 0, 0
0.61, 0.337, 0.103, 1.39855, 0, 0.193559, -3.10284, 0, -3.90494, 0, 0, 0
0.62, 0.337, 0.103, 1.36752, 0, 0.15451, -3.10284, 0, -3.90494, 0, 0, 0
0.63, 0.337, 0.103, 1.33649, 0, 0.115461, -3.10284, 0, -3.90494, 0, 0, 0
0.64, 0.337, 0.103, 1.30546, 0, 0.0764113, -3.10284, 0, -3.90494, 0, 0, 0
0.65, 0.337, 0.103, 1.27443, 0, 0.0373619, -3.10284, 0, -3.90494, 0, 0, 0
0.66, 0.337, 0.103, 1.2434, 0, -0.00168743, -3.10284, 0, -3.90494, 0, 0, 0
0.67, 0.337, 0.103, 1.21238, 0, -0.0407368, -3.10284, 0, -3.90494, 0, 0, 0
0.68, 0.337, 0.103, 1.18135, 0, -0.0797861, -3.10284, 0, -3.90494, 0, 0, 0
0.69, 0.337, 0.103, 1.15032, 0, -0.118836, -3.10284, 0, -3.90494, 0, 0, 0
0.7, 0.337, 0.103, 1.11929, 0, -0.157885, -3.10284, 0, -3.90494, 0, 0, 0
0.71, 0.337, 0.103, 1.08826, 0, -0.196934, -3.10284, 0, -3.90494, 0, 0, 0
0.72, 0.337, 0.103, 1.05723, 0, -0.235984, -3.10284, 0, -3.90494, 0, 0, 0
0.73, 0.337, 0.103, 1.0262, 0, -0.275033, -3.10284, 0, -3.90494, 0, 0, 0
0.74, 0.337, 0.103, 0.995177, 0, -0.314082, -3.10284, 0, -3.90494, 0, 0, 0
0.75, 0.337, 0.103, 0.964148, 0, -0.353132, -3.10284, 0, -3.90494, 0, 0, 0
0.76, 0.337, 0.103, 0.93312, 0, -0.392181, -3.10284, 0, -3.90494, 0, 0, 0
0.77, 0.337, 0.103, 0.902091, 0, -0.43123, -3.10284, 0, -3.90494, 0, 0, 0
0.78, 0.337, 0.103, 0.871063, 0, -0.47028, -3.10284, 0, -3.90494, 0, 0, 0
0.79, 0.337, 0.103, 0.840034, 0, -0.509329, -3.10284, 0, -3.90494, 0, 0, 0
0.8, 0.337, 0.103, 0.809006, 0, -0.548378, -3.10284, 0, -3.90494, 0, 0, 0
0.81, 0.337, 0.103, 0.777978, 0, -0.587428, -3.10284, 0, -3.90494, 0, 0, 0
0.82, 0.337, 0.103, 0.746949, 0, -0.626477, -3.10284, 0, -3.90494, 0, 0, 0
0.83, 0.337, 0.103, 0.715921, 0, -0.665527, -3.10284, 0, -3.90494, 0, 0, 0
0.84, 0.337, 0.103, 0.684892, 0, -0.704576, -3.10284, 0, -3.90494, 0, 0, 0
0.85, 0.337, 0.103, 0.653864, 0, -0.743625, -3.10284, 0, -3.90494, 0, 0, 0
0.86, 0.337, 0.103, 0.622836, 0, -0.782675, -3.10284, 0, -3.90494, 0, 0, 0
0.87, 0.337, 0.103, 0.591807, 0, -0.821724, -3.10284, 0, -3.90494, 0, 0, 0
0.88, 0.337, 0.103, 0.560779, 0, -0.860773, -3.10284, 0, -3.90494, 0, 0, 0
0.89, 0.337, 0.103, 0.52975, 0, -0.899823, -3.10284, 0, -3.90494, 0, 0, 0
0.9, 0.337, 0.103, 0.498722, 0, -0.938872, -3.10284, 0, -3.90494, 0, 0, 0
0.91, 0.337, 0.103, 0.467693, 0, -0.977921, -3.10284, 0, -3.90494, 0, 0, 0
0.92, 0.337, 0.103, 0.436665, 0, -1.01697, -3.10284, 0, -3.90494, 0, 0, 0
